Sr No .,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Target,,
200,"I know!Don't switch hands, okay? ",Ross,fear,negative,18,10,5,21,"00:05:42,383","00:05:45,969",是啊！你别换手哦。,,
201,Hey .,Joey,neutral,neutral,19,0,1,1,"0:10:11,861","0:10:14,990",嗨。,,
202,Hey!,Phoebe,neutral,neutral,19,1,1,1,"0:10:14,990","0:10:15,133",嗨！,,
203,How did it go with Erin? ,Rachel,neutral,neutral,20,0,7,7,"00:10:56,155","00:10:59,157",和艾琳进展顺利吗？,,
204,"Oh, unbelievable!We had the best time!",Joey,joy,positive,20,1,7,7,"00:10:59,408","00:11:01,368",不可思议！我们度过了最好的时光！,,
205,"Yay!!Oh so, you're not, you're not mad at us anymore? ",Phoebe,joy,positive,20,2,7,7,"00:11:01,535","00:11:06,164",耶！！因此你不再生我们气啦？,,
206,No!,Joey,joy,positive,20,3,7,7,"0:11:02,703","0:11:03,538",不！,,
207,No!,Joey,joy,positive,20,4,7,7,"0:11:03,538","0:11:04,760",不！,,
208,No!,Joey,joy,positive,20,5,7,7,"0:11:04,760","0:11:05,303",不！,,
209,You guys were totally right!,Joey,joy,positive,20,6,7,7,"0:11:05,303","0:11:06,298",你们说的都对！,,
210,This is so much better than the first time we went out .,Joey,joy,positive,20,7,7,7,"00:11:06,374","00:11:08,625",这次比第一次约会好多了。,,
211,you know? ,Joey,neutral,neutral,20,8,7,7,"00:11:08,625","00:11:08,834",你知道吗？,,
212,"That was so awkward, we were really nervous .",Joey,neutral,neutral,20,9,7,7,"00:11:08,834","00:11:11,378",之前非常尴尬，我们都很紧张。,,
213,Didn't you sleep together? ,Phoebe,neutral,neutral,20,10,7,7,"0:11:11,629","0:11:12,811",你们不是睡了吗？,,
214,"Yeah, that really calms me down .",Joey,neutral,neutral,20,11,7,7,"0:11:12,811","0:11:14,723",那才让我冷静下来。,,
215,And!,Joey,joy,positive,20,12,7,7,"0:11:16,801","0:11:18,595",并且！,,
216,We have so much in common!,Joey,joy,positive,20,13,7,7,"0:11:18,595","0:11:18,734",我们有太多共同点！,,
217,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that's a",Joey,joy,positive,20,14,7,7,"00:11:18,928","00:11:31,356",她喜欢三明治和运动，但她是大都会队的球迷，现在都不是问题了，但如果我们有了孩子，,,
218,"Oh my God!Listen to you talking about having kids . Oh my Joey . Oh, please don't get married before I do .",Rachel,surprise,positive,20,15,7,7,"00:11:27,228","00:11:37,862",天呐！你竟然会提到生孩子的事。我的乔伊。别比我先结婚。,,
219,Okay .,Joey,neutral,neutral,20,16,7,7,"00:11:41,742","00:11:43,493",好的。,,
220,How does she do that? ,Monica,surprise,negative,21,0,1,4,"00:01:49,275","00:01:51,485",她是怎么办到的？,,
221,I cannot sleep in a public place .,Ross,neutral,neutral,21,1,1,4,"00:01:51,653","00:01:54,822",我在公共场合根本睡不着。,,
222,Would you look at her? She is so peaceful .,Monica,joy,positive,21,2,1,4,"00:01:54,989","00:02:00,994",你看她睡得？那么安祥。,,
223,Oh!What what what!,Phoebe,surprise,positive,21,3,1,4,"00:02:01,162","00:02:03,622",哦！怎么了！,,
224,"It's okay, you know, you just nodded off again .",Ross,neutral,neutral,21,4,1,4,"00:02:03,790","00:02:05,958",没事，你只是又打瞌睡了。,,
225,What's going on with you? ,Monica,surprise,positive,21,5,1,4,"00:02:06,126","00:02:08,127",你是怎么了？,,
226,I got no sleep last night!,Phoebe,anger,negative,21,6,1,4,"0:02:08,294","0:02:09,587",我昨晚没睡好！,,
227,Why? ,Ross,neutral,neutral,21,7,1,4,"0:02:09,587","0:02:09,991",为什么？,,
228,"My grandmother has this new boyfriend, and they're both kind of insecure in bed .",Phoebe,disgust,negative,21,8,1,4,"00:02:10,088","00:02:17,177",我奶奶交了一个新男友，他俩在床上翻来覆去。,,
229,"Oh, and deaf .",Phoebe,neutral,neutral,21,9,1,4,"00:02:17,345","00:02:18,887",而且他们还耳聋。,,
230,"So they're constantly, like, having to reassure each other that they're having a good time .",Phoebe,neutral,neutral,21,10,1,4,"00:02:20,682","00:02:24,726",于是两人一直不断地互相确认对方是否尽兴。,,
231,You have no idea how loud they are!,Phoebe,disgust,negative,21,11,1,4,"00:02:24,894","00:02:26,937",你根本不晓得有多吵！,,
232,"Well, if you want, you can stay with Rachel and me tonight .",Monica,neutral,neutral,21,12,1,4,"0:02:29,023","0:02:30,900",如果你愿意，今晚可以跟我和瑞秋睡。,,
233,Thanks .,Phoebe,joy,positive,21,13,1,4,"0:02:30,900","0:02:32,175",谢了。,,
234,Ew!What is that? Something exploded!,Joey,disgust,negative,22,0,1,23,"00:09:00,248","00:09:03,667",怎么了？有东西爆炸了！,,
235,"It's just her water breaking . Calm down, will you? ",Nurse,neutral,neutral,22,1,1,23,"00:09:03,834","00:09:06,169",只是她的羊水破了。冷静点行吗？,,
236,"Water breaking, what do you mean? What's that, water breaking? ",Joey,surprise,negative,22,2,1,23,"00:09:06,337","00:09:09,714",羊水破了，你什么意思？什么叫羊水破了？,,
237,"Breathe, breathe .",Nurse,neutral,neutral,22,3,1,23,"00:09:09,882","00:09:13,510",深呼吸，深呼吸。,,
238,"Are you insane? I mean Joey, is going to kill you, he's actually going to kill you dead .",Monica,surprise,negative,23,0,3,11,"00:10:13,321","00:10:19,909",你疯了不成？乔伊会杀了你，他真的会把你杀得死死的。,,
239,Okay!You don't think I thought of that? ,Chandler,anger,negative,23,1,3,11,"00:10:17,825","00:10:19,909",你以为我没想到吗？,,
240,How can you not know which one? ,Phoebe,surprise,negative,23,2,3,11,"0:10:20,870","0:10:22,422",你怎么会不知道是哪一个？,,
241,I mean that's unbelievable .,Rachel,joy,positive,23,3,3,11,"0:10:22,422","0:10:23,751",简直无法置信。,,
242,"I mean, was it Gina? ",Monica,neutral,neutral,23,4,3,11,"0:10:23,873","0:10:24,873",是吉娜吗？,,
243,Which one is Gina? ,Ross,neutral,neutral,23,5,3,11,"0:10:24,873","0:10:25,937",哪个是吉娜？,,
244,"Dark, big hair, with the airplane earrings .",Rachel,neutral,neutral,23,6,3,11,"00:10:26,042","00:10:28,209",黑色蓬蓬头，戴着飞机耳环。,,
245,"No, that's not Gina, that's Dina .",Monica,neutral,neutral,23,7,3,11,"00:10:28,377","00:10:30,420",那不是吉娜，那是迪娜。,,
246,"You see ? You can't tell which one is which either, dwha!!",Chandler,surprise,negative,23,8,3,11,"00:10:30,588","00:10:44,809",看到没？你们也分不清谁是谁！！,,
247,"I don't know, you thought See you Saturday' was funny .",Rachel,neutral,neutral,24,0,3,14,"00:10:40,389","00:10:44,059","我不知道，你觉得""星期六见""很好笑。",,
248,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with .",Rachel,neutral,neutral,24,1,3,14,"00:10:44,727","00:10:49,397",亲爱的，马克也是搞时装的，我喜欢有个能说得上话的朋友。,,
249,You guys would never want to go to a lecture with me .,Rachel,neutral,neutral,24,2,3,14,"00:10:49,565","00:10:51,483",你们这些男生才不会跟我去听讲座。,,
250,I would love to go with you .,Ross,joy,positive,24,3,3,14,"00:10:54,987","00:10:56,571",我很愿意跟你去。,,
251,Really!? ,Rachel,surprise,positive,24,4,3,14,"00:10:56,739","00:10:57,864",真的！？,,
252,"Yeah, I have clothes, I even pick them out .",Ross,neutral,neutral,24,5,3,14,"00:10:58,032","00:11:01,660",是啊，我有衣服，还是我自己挑的。,,
253,"For all you know, I could be a fashion monger .",Ross,neutral,neutral,24,6,3,14,"00:11:01,827","00:11:05,121",告诉你，我可以当个时装摊贩。,,
254,"Okay . Honey, I would love for you to go with me . What? ",Rachel,joy,positive,24,7,3,14,"00:11:11,379","00:11:15,256",好的。亲爱的，我很高兴你愿意陪我去。怎么了？,,
255,"What should I wear, now I'm all nervous .",Ross,fear,negative,24,8,3,14,"00:11:15,549","00:11:19,969",我该穿什么衣服，这下我好紧张。,,
256,"I know, we did it!!Hey, that was incredible, huh? !",Mr . Treeger,joy,positive,25,0,4,4,"00:20:36,693","00:20:40,321",我知道，太棒了！！嘿，太不可思议了，哈？！,,
257,"I know, it was amazing!I mean, we totally nailed it, it was beautiful .",Joey,joy,positive,25,1,4,4,"00:20:40,572","00:20:44,075",我知道，太精彩了！非常完美，太漂亮了。,,
258,"Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball .",Mr . Treeger,joy,positive,25,2,4,4,"00:20:44,284","00:20:51,916",崔比亚尼，谢谢，真是谢了。糟糕，都几点了，我得赶公车去舞会。,,
259,"Oh well, okay, good luck .",Joey,joy,positive,25,3,4,4,"00:20:52,459","00:20:56,462",哦，好吧，祝你好运。,,
260,Yeah .,Mr . Treeger,neutral,neutral,25,4,4,4,"00:20:54,962","00:20:56,462",耶。,,
261,Unless you wanna practice the Foxtrot again? or the Tango? ,Joey,neutral,neutral,25,5,4,4,"00:20:56,713","00:21:00,716",还是你想练狐步舞？或是探戈？,,
262,"Ahh, thanks but no . You see I think I'm ready to dance with girls .",Mr . Treeger,neutral,neutral,25,6,4,4,"00:21:01,093","00:21:09,350",谢谢，不用了。我已经可以跟女生跳了。,,
263,Okay .,Joey,neutral,neutral,25,7,4,4,"0:21:08,100","0:21:08,742",好。,,
264,Yeah .,Mr . Treeger,neutral,neutral,25,8,4,4,"0:21:08,742","0:21:09,402",是的。,,
265,Go get them Treeger .,Joey,neutral,neutral,25,9,4,4,"00:21:09,601","00:21:11,852",去迷倒她们。,,
266,"Right . Hey, ahh, you wanna come? Marge has a girlfriend .",Mr . Treeger,neutral,neutral,25,10,4,4,"00:21:16,275","00:21:19,860",好。你想去吗？玛姬会带个朋友。,,
267,Really? ,Joey,surprise,positive,25,11,4,4,"00:21:21,029","00:21:22,113",真的？,,
268,"Yeah, you could dance real good with her, she's the same size as me .",Mr . Treeger,neutral,neutral,25,12,4,4,"00:21:22,364","00:21:24,991",你会很习惯，她跟我差不多壮。,,
269,"No, I'm good .",Joey,neutral,neutral,25,13,4,4,"00:21:25,367","00:21:26,867",不用了。,,
270,"Oh God, this is so nerve wracking!how do you do this? ",Ross,surprise,negative,26,0,5,18,"00:09:41,414","00:09:44,958",老天，这真是折磨人！你是怎么习惯的？,,
271,"Well, unfortunately, I don't get many callbacks so",Joey,neutral,neutral,26,1,5,18,"00:09:45,126","00:09:48,128",遗憾的是，我得到的复试机会不多。,,
272,Is it a good sign that they asked us to hang around after the audition? ,Carol,surprise,positive,26,2,5,18,"00:09:49,046","00:09:51,715",我们在试镜之后被留下来，这是好现象吗？,,
273,Who knows? ,Joey,neutral,neutral,26,3,5,18,"00:09:51,882","00:09:53,508",天知道。,,
274,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey . The rest of you, thank you very much .",The Casting Director,neutral,neutral,26,4,5,18,"00:09:55,219","00:10:02,976",最后入围的是雷蒙、本、凯尔和乔伊。其余的人，辛苦了谢谢。,,
275,Yes!!I knew it!!Bye-bye!So long!Later!,Ross,joy,positive,26,5,5,18,"00:10:03,144","00:10:13,403",好耶！！我就知道！！拜拜！再见！回见了！,,
276,Oh this is great!I might actually get to play Ben's dad!,Joey,joy,positive,26,6,5,18,"00:10:15,281","00:10:17,824",太棒了！我有可能饰演本的爸爸！,,
277,Yeah!,Ross,joy,positive,26,7,5,18,"00:10:17,824","00:10:18,743",耶！,,
278,"Actually, that can't happen .",The Casting Director,neutral,neutral,26,8,5,18,"00:10:18,743","00:10:20,243",事实上那是不可能的。,,
279,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben .",The Casting Director,neutral,neutral,26,9,5,18,"00:10:20,411","00:10:25,665",因为你们长得太不像了，所以你和雷蒙一组，凯尔和本是一组。,,
280,So it'll be either you two or you two .,The Casting Director,neutral,neutral,26,10,5,18,"00:10:25,833","00:10:28,585",最后是两组二选一。,,
281,"Man, this is gonna be kinda weird .",Joey,sadness,negative,26,11,5,18,"00:10:29,920","00:10:35,508",要命，这样就有点尴尬了。,,
282,"Yeah, it is . Yeah. It's gonna be weird .",Ross,neutral,neutral,26,12,5,18,"00:10:32,757","00:10:35,508",真的是。对。一定会很尴尬。,,
283,"No, we're gonna be like best friends, that's why it's gonna be weird .",Ross,neutral,neutral,26,13,5,18,"00:10:40,514","00:10:44,142",因为我们是最好的朋友，所以才会尴尬。,,
284,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue .",Monica,sadness,negative,27,0,5,24,"00:20:18,592","00:20:24,805",快点，得凑齐四样东西，旧的新的借的蓝的，我们才能结婚。,,
285,"Okay, all right, all right!Okay!Okay, here's something, here's something blue and new .",Chandler,joy,positive,27,1,5,24,"00:21:04,763","00:21:11,060",好的，好吧，好吧！好的！好的，这是蓝色的，而且也是新的。,,
286,Please!,Ross,anger,negative,28,0,4,15,"0:19:16,989","0:19:19,201",请！,,
287,Are you kidding? ,Ross,anger,negative,28,1,4,15,"0:19:19,201","0:19:19,673",开玩笑？,,
288,"I hurt three huge men, I gave a guy a bloody nose I mean I'm not proud of it . but, I really am .",Ross,anger,negative,28,2,4,15,"0:19:19,673","0:19:19,821",我干掉三个大块头，还让一个人流鼻血，虽说这没什么好得意的。不过，我真的好得意。,,
289,"And it's all because of you, wonderful, amazing you .",Ross,joy,positive,28,3,4,15,"00:19:27,916","00:19:29,917",这都归功于你，最完美、最神奇的你。,,
290,I think you've got concussion .,Emily,fear,negative,28,4,4,15,"00:19:30,085","00:19:34,839",我看你是脑震荡了。,,
291,"No, no, I'm serious . Thank you .",Ross,joy,positive,28,5,4,15,"00:19:35,007","00:19:37,592",不，不，我是说真的。谢谢你。,,
292,You're welcome . I'm sorry . Did I hurt you? ,Emily,fear,negative,28,6,4,15,"00:19:38,802","00:19:46,142",不客气。对不起。痛吗？,,
293,It's worth the pain . You know what? It's not .,Ross,sadness,negative,28,7,4,15,"00:19:47,728","00:19:50,021",痛也值得。还是等不痛了再抱吧。,,
294,Wow!That Mike thing was interesting!I don't know what's gonna happen with Phoebe and David .,Monica,surprise,positive,29,0,9,23,"00:08:23,586","00:08:31,426",迈克那件事真是有趣！我不知道菲比跟大卫之间会发生什么事。,,
295,"I do!Want a hint? huh? ""I do"" ""I do"" .",Chandler,joy,positive,29,1,9,23,"00:08:26,839","00:08:31,426",我知道！想要个提示吗？“我知道”“我知道”。,,
296,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee .",Monica,neutral,neutral,29,2,9,23,"00:08:40,228","00:08:43,188",好的，我可以感到这是什么文字游戏的，因为你已经有点无法控制的兴奋发红了。,,
297,David is going to propose to Phoebe .,Chandler,joy,positive,29,3,9,23,"0:08:44,083","0:08:45,668",大卫要跟菲比求婚了。,,
298,What? Why? ,Monica,surprise,negative,29,4,9,23,"0:08:45,668","0:08:48,470",什么？为什么？,,
300,"Chandler, we have talked about this .",Monica,anger,negative,29,6,9,23,"00:08:54,575","00:08:56,952",钱德勒，我们已经谈过了。,,
301,You are not supposed to give people advice!,Monica,anger,negative,29,7,9,23,"00:08:57,119","00:08:59,871",你不可以给别人建议的！,,
302,Now couldn't you just have made some sort of inappropriate joke? ,Monica,anger,negative,29,8,9,23,"00:09:01,541","00:09:04,209",你不能说一些什么不适宜的笑话就好了吗？,,
303,I did!,Chandler,neutral,neutral,29,9,9,23,"00:09:04,377","00:09:06,503",我说了！,,
304,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!,Monica,anger,negative,29,10,9,23,"00:09:09,924","00:09:16,555",他们才交往几个星期而已，菲比还无法忘记迈克！,,
305,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone again .",Monica,anger,negative,29,11,9,23,"00:09:16,722","00:09:26,356",我想她会拒绝的，然后大卫会心碎，他们会很难复，菲比最后又落得孤零零一个人。,,
306,"Man, that's some bad advice .",Chandler,surprise,positive,29,12,9,23,"00:09:24,146","00:09:26,356",天啊，真是糟糕的建议。,,
307,"Oh, that's not what you want ... ",Ross,neutral,neutral,29,13,9,23,"00:30:29,953","00:30:38,126",哦，那不是你想要的……,,
308,"This is my father, Paul Stevens . Dad, this is Ross Geller .",Elizabeth,neutral,neutral,30,0,6,21,"00:04:19,342","00:04:23,262",这是我爸，保罗·史提芬斯。爸，这是罗斯·盖勒。,,
309,It's great to meet you Paul .,Ross,joy,positive,30,1,6,21,"00:04:23,429","00:04:25,847",保罗，你好。,,
310,I usually prefer Elizabeth's boyfriends to address me as Mr . Stevens .,Paul,neutral,neutral,30,2,6,21,"00:04:26,015","00:04:29,476",我喜欢伊丽莎白的男友叫我史提芬斯先生。,,
311,"Of course, of course, Mr . Stevens .",Ross,neutral,neutral,30,3,6,21,"00:04:30,812","00:04:33,021",没问题，没问题，史提芬斯先生。,,
312,"So Ross, what your problem? ",Paul,anger,negative,30,4,6,21,"00:04:33,189","00:04:37,901",罗斯，你有什么毛病？,,
313,Eh-wh Excuse me? ,Ross,surprise,positive,30,5,6,21,"00:04:39,862","00:04:41,113",什么？,,
